Date,Open,High,Low,Close,Adj Close,Volume
2015-11-23,48.324600,49.371120,48.324600,48.509281,46.416027,1807407
2015-11-24,47.401199,48.222000,47.278080,48.119400,46.179722,2924805
2015-11-25,48.180962,48.529800,47.688480,47.893681,45.963104,2450634
