Date,Open,High,Low,Close,Adj Close,Volume
2013-12-18,62.520000,63.590000,62.430000,63.549999,49.679108,8304600
2013-12-19,62.220001,62.889999,61.980000,62.150002,48.584671,7901900
2013-12-20,62.119999,62.660000,62.020000,62.490002,48.850456,6869100
