Date,Open,High,Low,Close,Adj Close,Volume
2019-07-30,10.920000,10.950000,10.810000,10.840000,9.823444,202500
2019-07-31,10.650000,10.700000,10.460000,10.540000,9.551578,298100
2019-08-01,10.330000,10.360000,10.160000,10.190000,9.234400,287600
