Date,Open,High,Low,Close,Adj Close,Volume
2017-09-06,141.580002,142.139999,141.020004,141.389999,134.278137,452300
2017-09-07,141.449997,143.270004,141.350006,142.720001,135.541229,518500
2017-09-08,121.820000,125.500000,117.250000,123.230003,117.031578,16854700
