Date,Open,High,Low,Close,Adj Close,Volume
2021-07-26,289.000000,289.690002,286.640015,289.049988,286.101563,23176100
2021-07-27,289.429993,289.579987,282.950012,286.540009,283.617218,33604100
2021-07-28,288.989990,290.149994,283.829987,286.220001,283.300476,33566900
2021-07-29,286.239990,288.619995,286.079987,286.500000,283.577606,18168300
2021-07-30,285.170013,286.660004,283.910004,284.910004,282.003815,20944800
2021-08-02,286.359985,286.769989,283.739990,284.820007,281.914734,16267400
2021-08-03,285.420013,287.230011,284.000000,287.119995,284.191284,17879000
2021-08-04,286.220001,287.589996,284.649994,286.510010,283.587494,16191300
